,sc_id,sc_feed_id,sc_first_name,sc_last_name,sc_team_id,sc_price,sc_team,sc_position,sc_long_team,fanfooty_player_id,fanfooty_afl_player_id,fanfooty_first_name,fanfooty_surname,fanfooty_team,fanfooty_status,fanfooty_number,fanfooty_birth_date,fanfooty_height,fanfooty_weight,fanfooty_state_of_origin,fanfooty_recruited_from,fanfooty_games,fanfooty_goals,short_team
624,625,993771,Marlion,Pickett,12,123900,RIC,MID,Richmond,49146,993771.0,Marlion,Pickett,Richmond,rookie,50.0,1992-01-06,184.0,84.0,WA,South Fremantle,,,RIC
625,626,290627,Dion,Prestia,12,550200,RIC,MID,Richmond,42032,290627.0,Dion,Prestia,Richmond,senior,3.0,1992-10-12,175.0,82.0,VIC,Calder Cannons,152.0,49.0,RIC
626,627,1011985,Hugo,Ralphsmith,12,117300,RIC,MID FWD,Richmond,49950,1011985.0,Hugo,Ralphsmith,Richmond,senior,45.0,2001-11-09,186.0,70.0,VIC,Sandringham Dragons,,,RIC
627,629,250395,Jack,Riewoldt,12,374100,RIC,FWD,Richmond,39539,250395.0,Jack,Riewoldt,Richmond,senior,8.0,1988-10-31,193.0,92.0,TAS,Tassie Mariners,259.0,623.0,RIC
628,630,1000981,Daniel,Rioli,12,321800,RIC,FWD,Richmond,46056,1000981.0,Daniel,Rioli,Richmond,senior,17.0,1997-04-16,179.0,76.0,NT,St Mary's,74.0,65.0,RIC
629,631,1006133,Jack,Ross,12,305800,RIC,MID,Richmond,49077,1006133.0,Jack,Ross,Richmond,senior,5.0,2000-09-03,187.0,85.0,VIC,Oakleigh Chargers,7.0,1.0,RIC
630,632,992049,Jayden,Short,12,349300,RIC,DEF,Richmond,45156,992049.0,Jayden,Short,Richmond,senior,15.0,1996-01-24,178.0,76.0,VIC,Northern Knights,68.0,20.0,RIC
631,633,998529,Ivan,Soldo,12,411200,RIC,RUC,Richmond,45192,998529.0,Ivan,Soldo,Richmond,senior,20.0,1996-04-14,204.0,106.0,VIC,Northern Knights,19.0,6.0,RIC
632,634,1002583,Sydney,Stack,12,435100,RIC,DEF,Richmond,49039,1002583.0,Sydney,Stack,Richmond,rookie,44.0,2000-04-28,179.0,72.0,WA,Perth,17.0,10.0,RIC
633,635,1006208,Fraser,Turner,12,123900,RIC,MID,Richmond,49048,1006208.0,Fraser,Turner,Richmond,senior,28.0,2000-12-26,186.0,75.0,TAS,Clarence,,,RIC
634,636,294674,Nick,Vlastuin,12,495500,RIC,DEF,Richmond,43018,294674.0,Nick,Vlastuin,Richmond,senior,1.0,1994-04-19,187.0,88.0,VIC,Northern Knights,138.0,26.0,RIC
635,637,1005530,Ryan,Abbott,13,250900,STK,RUC,St Kilda,47092,1005530.0,Ryan,Abbott,St Kilda,senior,27.0,1991-06-25,200.0,100.0,VIC,Geelong VFL,5.0,4.0,STK
636,638,1013976,Sam,Alabakis,13,123900,STK,RUC,St Kilda,49126,1013976.0,Sam,Alabakis,St Kilda,rookie,45.0,1997-05-02,211.0,105.0,WA,Perth Wildcats,,,STK
637,639,298091,Logan,Austin,13,320900,STK,DEF,St Kilda,45140,298091.0,Logan,Austin,St Kilda,senior,24.0,1995-07-08,196.0,92.0,ACT,Belconnen,20.0,0.0,STK
638,640,998134,Josh,Battle,13,390100,STK,DEF,St Kilda,47016,998134.0,Josh,Battle,St Kilda,senior,26.0,1998-09-01,193.0,92.0,VIC,Dandenong Stingrays,26.0,11.0,STK
639,641,1009221,Jack,Bell,13,121900,STK,RUC,St Kilda,49972,1009221.0,Jack,Bell,St Kilda,rookie,42.0,2001-01-26,200.0,73.0,VIC,Sandringham Dragons,,,STK
640,642,296351,Jack,Billings,13,509500,STK,MID,St Kilda,44003,296351.0,Jack,Billings,St Kilda,senior,15.0,1995-08-18,184.0,79.0,VIC,Oakleigh Chargers,107.0,77.0,STK
641,643,260310,Nathan,Brown,13,289500,STK,DEF,St Kilda,39502,260310.0,Nathan,Brown,St Kilda,senior,22.0,1988-12-17,196.0,99.0,VIC,Nth Ballarat,182.0,7.0,STK
642,644,992374,Dan,Butler,13,234600,STK,FWD,St Kilda,45058,992374.0,Daniel,Butler,St Kilda,senior,16.0,1996-06-03,182.0,80.0,VIC,North Ballarat,45.0,53.0,STK
643,645,1011994,Ryan,Byrnes,13,117300,STK,MID,St Kilda,49956,1011994.0,Ryan,Byrnes,St Kilda,senior,31.0,2001-05-03,181.0,80.0,VIC,Sandringham Dragons,,,STK
644,646,1002922,Jack,Bytel,13,123900,STK,MID,St Kilda,49029,1002922.0,Jack,Bytel,St Kilda,senior,23.0,2000-03-14,189.0,78.0,VIC,Calder Cannons,,,STK
645,647,290641,Jake,Carlisle,13,328500,STK,DEF,St Kilda,41021,290641.0,Jake,Carlisle,St Kilda,senior,2.0,1991-10-01,200.0,106.0,VIC,Calder Cannons,134.0,61.0,STK
646,648,1002264,Hunter,Clark,13,402200,STK,DEF,St Kilda,48119,1002264.0,Hunter,Clark,St Kilda,senior,11.0,1999-03-26,187.0,82.0,VIC,Dandenong Stingrays,29.0,5.0,STK
647,649,1002266,Oscar,Clavarino,13,123900,STK,DEF,St Kilda,48123,1002266.0,Oscar,Clavarino,St Kilda,senior,38.0,1999-05-22,197.0,89.0,VIC,Dandenong Stingrays,0.0,0.0,STK
648,650,1005717,Nick,Coffield,13,309500,STK,DEF,St Kilda,48161,1005717.0,Nicholas,Coffield,St Kilda,senior,1.0,1999-10-23,191.0,86.0,VIC,Northern Knights,18.0,1.0,STK
649,651,1009228,Leo,Connolly,13,117300,STK,DEF MID,St Kilda,49968,1009228.0,Leo,Connolly,St Kilda,senior,37.0,2001-08-07,180.0,72.0,VIC,Gippsland Power,,,STK
650,652,294429,Luke,Dunstan,13,505300,STK,MID,St Kilda,44018,294429.0,Luke,Dunstan,St Kilda,senior,7.0,1995-01-29,185.0,84.0,SA,Woodville-West Torrens,103.0,45.0,STK
651,653,260113,Jarryn,Geary,13,305000,STK,DEF,St Kilda,39568,260113.0,Jarryn,Geary,St Kilda,senior,14.0,1988-06-23,183.0,82.0,VIC,Bendigo Pioneers,188.0,28.0,STK
652,654,298421,Jade,Gresham,13,456400,STK,FWD MID,St Kilda,46026,298421.0,Jade,Gresham,St Kilda,senior,4.0,1997-08-24,179.0,79.0,VIC,Northern Knights,81.0,91.0,STK
653,655,290117,Dan,Hannebery,13,417000,STK,MID,St Kilda,40036,290117.0,Dan,Hannebery,St Kilda,senior,10.0,1991-02-24,181.0,80.0,VIC,Oakleigh Chargers,211.0,98.0,STK
654,656,295584,Bradley,Hill,13,457400,STK,MID,St Kilda,42300,295584.0,Bradley,Hill,St Kilda,senior,8.0,1993-07-09,179.0,79.0,WA,West Perth,148.0,78.0,STK
655,657,297452,Nick,Hind,13,311000,STK,FWD,St Kilda,49085,297452.0,Nick,Hind,St Kilda,senior,40.0,1994-08-19,180.0,71.0,VIC,Essendon VFL,11.0,11.0,STK
656,658,993480,Dougal,Howard,13,376500,STK,DEF FWD,St Kilda,45129,993480.0,Dougal,Howard,St Kilda,senior,20.0,1996-03-25,199.0,92.0,VIC,Murray Bushrangers,45.0,14.0,STK
657,659,991988,Zak,Jones,13,465400,STK,MID,St Kilda,44023,991988.0,Zak,Jones,St Kilda,senior,3.0,1995-03-15,181.0,80.0,VIC,Dandenong Stingrays,89.0,23.0,STK
658,660,1003520,Darragh,Joyce,13,209100,STK,DEF,St Kilda,47136,1003520.0,Darragh,Joyce,St Kilda,senior,39.0,1997-04-23,195.0,90.0,,Kilkenny (Ireland),5.0,0.0,STK
659,661,294570,Dean,Kent,13,345900,STK,FWD,St Kilda,43062,294570.0,Dean,Kent,St Kilda,senior,25.0,1994-02-24,180.0,85.0,WA,Perth,76.0,75.0,STK
660,662,1006143,Max,King,13,123900,STK,FWD,St Kilda,49004,1006143.0,Max,King,St Kilda,senior,12.0,2000-07-07,202.0,90.0,VIC,Sandringham Dragons,,,STK
661,663,1004989,Doulton,Langlands,13,202700,STK,MID,St Kilda,48029,1004989.0,Doulton,Langlands,St Kilda,senior,46.0,1999-07-29,187.0,83.0,NSW,Murray Bushrangers,3.0,2.0,STK
662,664,993917,Ben,Long,13,283100,STK,FWD,St Kilda,47072,993917.0,Ben,Long,St Kilda,senior,21.0,1997-08-21,184.0,79.0,NT,St Marys,30.0,21.0,STK
663,665,992000,Jack,Lonie,13,354200,STK,FWD,St Kilda,45034,992000.0,Jack,Lonie,St Kilda,senior,13.0,1996-08-13,175.0,70.0,VIC,Dandenong Stingrays,63.0,57.0,STK
664,666,990548,Jonathon,Marsh,13,219800,STK,DEF,St Kilda,44019,990548.0,Jonathon,Marsh,St Kilda,senior,43.0,1995-10-17,194.0,93.0,WA,East Fremantle,20.0,1.0,STK
665,667,992468,Rowan,Marshall,13,598700,STK,RUC,St Kilda,47102,992468.0,Rowan,Marshall,St Kilda,senior,19.0,1995-11-24,201.0,104.0,VIC,North Ballarat Rebels,33.0,14.0,STK
666,668,1004360,Jack,Mayo,13,123900,STK,FWD,St Kilda,49993,1004360.0,Jack,Mayo,St Kilda,rookie,48.0,1999-07-22,192.0,81.0,WA,Sandringham VFL,,,STK
667,669,298265,Daniel,McKenzie,13,280900,STK,DEF,St Kilda,45044,298265.0,Daniel,McKenzie,St Kilda,senior,36.0,1996-05-17,185.0,83.0,VIC,Oakleigh Chargers,49.0,3.0,STK
668,670,294596,Tim,Membrey,13,436400,STK,FWD,St Kilda,43041,294596.0,Tim,Membrey,St Kilda,senior,28.0,1994-05-26,190.0,89.0,VIC,Gippsland Power,92.0,169.0,STK
669,671,1000267,Matthew,Parker,13,290700,STK,FWD,St Kilda,49080,1000267.0,Matthew,Parker,St Kilda,senior,34.0,1996-01-25,190.0,75.0,WA,South Fremantle,17.0,16.0,STK
670,672,1004985,Ben,Paton,13,314100,STK,DEF,St Kilda,48105,1004985.0,Ben,Paton,St Kilda,senior,33.0,1998-10-19,187.0,79.0,VIC,Murray Bushrangers,16.0,4.0,STK
671,673,1002213,Ed,Phillips,13,274800,STK,MID,St Kilda,47085,1002213.0,Ed,Phillips,St Kilda,senior,30.0,1998-03-29,187.0,82.0,VIC,Oakleigh Chargers,11.0,1.0,STK
672,674,280933,Dylan,Roberton,13,260400,STK,DEF,St Kilda,41093,280933.0,Dylan,Roberton,St Kilda,senior,17.0,1991-06-21,194.0,94.0,VIC,Dandenong Stingrays,128.0,20.0,STK
673,675,293846,Sebastian,Ross,13,530900,STK,MID,St Kilda,42336,293846.0,Seb,Ross,St Kilda,senior,6.0,1993-05-07,188.0,88.0,VIC,North Ballarat,124.0,22.0,STK
674,676,250267,Paddy,Ryder,13,449100,STK,RUC FWD,St Kilda,2023,250267.0,Patrick,Ryder,St Kilda,senior,18.0,1988-03-14,197.0,94.0,WA,East Fremantle,243.0,171.0,STK
675,677,280858,Shane,Savage,13,456900,STK,DEF,St Kilda,40100,280858.0,Shane,Savage,St Kilda,senior,5.0,1991-01-05,187.0,82.0,VIC,Dandenong Stingrays,163.0,62.0,STK
676,678,994389,Jack,Sinclair,13,420400,STK,FWD MID,St Kilda,45148,994389.0,Jack,Sinclair,St Kilda,senior,35.0,1995-02-12,181.0,81.0,VIC,Oakleigh Chargers,86.0,40.0,STK
677,679,296205,Jack,Steele,13,515900,STK,MID,St Kilda,45023,296205.0,Jack,Steele,St Kilda,senior,9.0,1995-12-13,187.0,90.0,ACT,Belconnen,78.0,25.0,STK
678,680,290757,Jimmy,Webster,13,346200,STK,DEF,St Kilda,42254,290757.0,Jimmy,Webster,St Kilda,senior,29.0,1993-06-28,188.0,83.0,TAS,Glenorchy,93.0,3.0,STK
679,681,296422,Callum,Wilkie,13,383800,STK,DEF,St Kilda,49104,296422.0,Callum,Wilkie,St Kilda,senior,44.0,1996-03-10,191.0,87.0,SA,North Adelaide,22.0,0.0,STK
680,682,294469,Aliir,Aliir,14,421100,SYD,DEF,Sydney,44107,294469.0,Aliir,Aliir,Sydney,senior,36.0,1994-09-05,195.0,97.0,WA,East Fremantle,49.0,2.0,SYD
681,683,1008091,Joel,Amartey,14,123900,SYD,RUC,Sydney,48232,1008091.0,Joel,Amartey,Sydney,senior,46.0,1999-09-02,197.0,96.0,VIC,Sandringham Dragons,0.0,0.0,SYD
682,684,1002291,James,Bell,14,129500,SYD,FWD MID,Sydney,49124,1002291.0,James,Bell,Sydney,senior,32.0,1999-02-10,183.0,81.0,NSW,Swans Academy,2.0,1.0,SYD
683,685,1006028,Nick,Blakey,14,295800,SYD,FWD,Sydney,49005,1006028.0,Nick,Blakey,Sydney,senior,22.0,2000-02-27,195.0,80.0,NSW,Sydney Academy,21.0,19.0,SYD
684,686,295156,Kaiden,Brand,14,250200,SYD,DEF,Sydney,43112,295156.0,Kaiden,Brand,Sydney,senior,2.0,1994-04-08,198.0,98.0,SA,West Adelaide,43.0,0.0,SYD
685,687,996442,Ryan,Clarke,14,309100,SYD,MID,Sydney,46023,996442.0,Ryan,Clarke,Sydney,senior,4.0,1997-06-17,186.0,85.0,VIC,Eastern Ranges,54.0,9.0,SYD
686,688,291978,Harry,Cunningham,14,436200,SYD,DEF,Sydney,42390,291978.0,Harry,Cunningham,Sydney,senior,7.0,1993-12-06,181.0,78.0,NSW,Turvey Park,113.0,48.0,SYD
687,689,992242,Jordan,Dawson,14,467800,SYD,DEF FWD,Sydney,46092,992242.0,Jordan,Dawson,Sydney,senior,34.0,1997-04-09,192.0,86.0,SA,Sturt,25.0,19.0,SYD
688,690,998103,Oliver,Florent,14,373400,SYD,MID,Sydney,47040,998103.0,Oliver,Florent,Sydney,senior,13.0,1998-07-22,185.0,81.0,VIC,Sandringham Dragons,53.0,19.0,SYD
689,691,1011791,Zac,Foot,14,123900,SYD,FWD MID,Sydney,49042,1011791.0,Zac,Foot,Sydney,senior,16.0,2000-12-24,181.0,73.0,VIC,Dandenong Stingrays,,,SYD
690,692,291848,Robbie,Fox,14,298700,SYD,DEF FWD,Sydney,47114,291848.0,Robbie,Fox,Sydney,senior,42.0,1993-04-16,186.0,86.0,TAS,Coburg,24.0,8.0,SYD
691,693,240399,Lance,Franklin,14,394200,SYD,FWD,Sydney,1594,240399.0,Lance,Franklin,Sydney,senior,23.0,1987-01-30,199.0,105.0,WA,Perth,299.0,942.0,SYD
692,694,1004113,Will,Gould,14,117300,SYD,DEF,Sydney,49930,1004113.0,Will,Gould,Sydney,senior,17.0,2001-01-14,191.0,98.0,SA,Glenelg,,,SYD
693,695,290722,Sam,Gray,14,386600,SYD,FWD,Sydney,44125,290722.0,Sam,Gray,Sydney,senior,15.0,1992-02-01,176.0,75.0,SA,Port Adelaide (SANFL),96.0,83.0,SYD
694,696,997100,Will,Hayward,14,317900,SYD,FWD,Sydney,47071,997100.0,Will,Hayward,Sydney,senior,9.0,1998-10-26,187.0,84.0,SA,North Adelaide,53.0,62.0,SYD
695,697,298539,Isaac,Heeney,14,510700,SYD,FWD MID,Sydney,45017,298539.0,Isaac,Heeney,Sydney,senior,5.0,1996-05-05,186.0,84.0,NSW,Cardiff,101.0,104.0,SYD
696,698,294036,George,Hewett,14,477600,SYD,MID,Sydney,44033,294036.0,George,Hewett,Sydney,senior,29.0,1995-12-29,187.0,84.0,SA,North Adelaide,92.0,31.0,SYD
697,699,260382,Josh P.,Kennedy,14,579000,SYD,MID,Sydney,39522,260382.0,Josh P.,Kennedy,Sydney,senior,12.0,1988-06-20,189.0,97.0,VIC,Sandringham Dragons,244.0,148.0,SYD
698,700,1012101,Michael,Knoll,14,123900,SYD,RUC,Sydney,49995,1012101.0,Michael,Knoll,Sydney,rookie,48.0,1993-02-27,205.0,103.0,SA,South Adelaide,,,SYD
699,701,1004949,Matthew,Ling,14,123900,SYD,DEF,Sydney,48117,1004949.0,Matthew,Ling,Sydney,senior,19.0,1999-04-21,184.0,79.0,VIC,Geelong Falcons,0.0,0.0,SYD
700,702,295342,Jake,Lloyd,14,591400,SYD,DEF,Sydney,43125,295342.0,Jake,Lloyd,Sydney,senior,44.0,1993-09-20,181.0,79.0,VIC,Murray Bushrangers,136.0,29.0,SYD
701,703,998662,Jack,Maibaum,14,103900,SYD,DEF,Sydney,47049,998662.0,Jack,Maibaum,Sydney,rookie,21.0,1998-03-27,194.0,91.0,VIC,Eastern Ranges,0.0,0.0,SYD
702,704,1008198,Tom,McCartin,14,269800,SYD,FWD,Sydney,48133,1008198.0,Tom,McCartin,Sydney,senior,30.0,1999-12-30,193.0,89.0,VIC,Geelong Falcons,34.0,19.0,SYD
703,705,1011936,Justin,McInerney,14,123900,SYD,MID,Sydney,49078,1011936.0,Justin,McInerney,Sydney,senior,27.0,2000-08-18,187.0,73.0,VIC,Northern Knights,1.0,0.0,SYD
704,706,1003203,Hayden,McLean,14,265000,SYD,RUC,Sydney,48165,1003203.0,Hayden,McLean,Sydney,senior,41.0,1999-01-20,197.0,93.0,VIC,Sandringham Dragons,4.0,0.0,SYD
705,707,996743,Lewis,Melican,14,284600,SYD,DEF,Sydney,45185,996743.0,Lewis,Melican,Sydney,senior,43.0,1996-11-04,195.0,98.0,VIC,Geelong Falcons,37.0,1.0,SYD
706,708,993905,Callum,Mills,14,444100,SYD,DEF,Sydney,46003,993905.0,Callum,Mills,Sydney,senior,14.0,1997-04-02,189.0,83.0,NSW,North Shore,77.0,3.0,SYD
707,709,298144,Sam,Naismith,14,251500,SYD,RUC,Sydney,43141,298144.0,Sam,Naismith,Sydney,senior,10.0,1992-07-16,206.0,108.0,NSW,North Shore,27.0,2.0,SYD
708,710,1019158,Barry,O'Connor,14,102400,SYD,DEF FWD,Sydney,49996,1019158.0,Barry,O'Connor,Sydney,rookie,35.0,1998-06-26,193.0,92.0,,Count Wexford (Ireland),,,SYD
709,711,997842,Colin,O'Riordan,14,338000,SYD,DEF,Sydney,46126,997842.0,Colin,O'Riordan,Sydney,senior,38.0,1995-10-12,187.0,87.0,,County Tipperary,15.0,1.0,SYD
710,712,996765,Tom,Papley,14,425500,SYD,FWD,Sydney,46106,996765.0,Tom,Papley,Sydney,senior,11.0,1996-07-13,178.0,76.0,VIC,Gippsland Power,81.0,117.0,SYD
711,713,290778,Luke,Parker,14,570700,SYD,MID,Sydney,42015,290778.0,Luke,Parker,Sydney,senior,26.0,1992-10-25,183.0,87.0,VIC,Dandenong Stingrays,193.0,153.0,SYD
712,714,290307,Dane,Rampe,14,527800,SYD,DEF,Sydney,43132,290307.0,Dane,Rampe,Sydney,senior,24.0,1990-06-02,187.0,88.0,NSW,UNSW,157.0,6.0,SYD
713,715,290188,Sam,Reid,14,426000,SYD,FWD,Sydney,41057,290188.0,Sam,Reid,Sydney,senior,20.0,1991-12-27,196.0,100.0,VIC,Murray Bushrangers,141.0,153.0,SYD
714,716,1013624,Harry,Reynolds,14,123900,SYD,DEF,Sydney,49117,1013624.0,Harry,Reynolds,Sydney,rookie,31.0,2000-10-11,189.0,74.0,VIC,Sandringham Dragons,,,SYD
715,717,1004880,Ben,Ronke,14,243900,SYD,FWD,Sydney,47107,1004880.0,Ben,Ronke,Sydney,senior,25.0,1997-12-18,183.0,76.0,VIC,Calder Cannons,31.0,33.0,SYD
716,718,1006126,James,Rowbottom,14,337600,SYD,FWD MID,Sydney,49025,1006126.0,James,Rowbottom,Sydney,senior,8.0,2000-09-19,186.0,78.0,VIC,Oakleigh Chargers,12.0,4.0,SYD
717,719,1011789,Brady,Rowles,14,123400,SYD,DEF MID,Sydney,49971,1011789.0,Brady,Rowles,Sydney,rookie,39.0,2001-02-12,188.0,72.0,VIC,Bendigo Pioneers,,,SYD
718,720,294737,Callum,Sinclair,14,396400,SYD,RUC,Sydney,43124,294737.0,Callum,Sinclair,Sydney,senior,18.0,1989-09-23,200.0,96.0,WA,Subiaco,101.0,59.0,SYD
719,721,1004848,Dylan,Stephens,14,189300,SYD,MID,Sydney,49909,1004848.0,Dylan,Stephens,Sydney,senior,3.0,2001-01-08,183.0,69.0,SA,Norwood,,,SYD
720,722,1008080,Ryley,Stoddart,14,123900,SYD,DEF,Sydney,48149,1008080.0,Ryley,Stoddart,Sydney,senior,33.0,1999-10-15,186.0,73.0,VIC,Eastern Ranges,4.0,1.0,SYD
721,723,1005997,Elijah,Taylor,14,117300,SYD,MID FWD,Sydney,49940,1005997.0,Elijah,Taylor,Sydney,senior,37.0,2001-05-01,185.0,75.0,WA,Perth,,,SYD
722,724,296211,Lewis,Taylor,14,310200,SYD,MID,Sydney,44014,296211.0,Lewis,Taylor,Sydney,senior,28.0,1995-02-17,175.0,80.0,VIC,Geelong Falcons,112.0,88.0,SYD
723,725,294663,Jackson,Thurlow,14,329400,SYD,DEF,Sydney,43053,294663.0,Jackson,Thurlow,Sydney,senior,6.0,1994-03-28,190.0,84.0,TAS,Launceston,55.0,11.0,SYD
724,726,1012014,Chad,Warner,14,117300,SYD,MID,Sydney,49943,1012014.0,Chad,Warner,Sydney,senior,1.0,2001-05-19,181.0,80.0,WA,East Fremantle,,,SYD
725,727,1006232,Samuel,Wicks,14,123900,SYD,MID,Sydney,49125,1006232.0,Sam,Wicks,Sydney,rookie,45.0,1999-09-14,181.0,73.0,NSW,Swans Academy,,,SYD
726,728,297373,Marcus,Bontempelli,15,623000,WBD,MID,Western Bulldogs,44006,297373.0,Marcus,Bontempelli,Western Bulldogs,senior,4.0,1995-11-24,193.0,93.0,VIC,Northern Knights,125.0,114.0,WBD
727,729,291492,Josh,Bruce,15,358200,WBD,FWD,Western Bulldogs,42208,291492.0,Josh,Bruce,Western Bulldogs,senior,17.0,1992-06-08,197.0,101.0,NSW,Eastlake,113.0,171.0,WBD
728,730,1011992,Louis,Butler,15,117300,WBD,DEF MID,Western Bulldogs,49957,1011992.0,Louis,Butler,Western Bulldogs,senior,18.0,2001-08-26,183.0,74.0,VIC,Sandringham Dragons,,,WBD
729,731,296070,Ben,Cavarra,15,123900,WBD,FWD,Western Bulldogs,49079,296070.0,Ben,Cavarra,Western Bulldogs,senior,25.0,1995-12-20,173.0,72.0,VIC,Williamstown,,,WBD
730,732,991939,Zaine,Cordy,15,275500,WBD,DEF,Western Bulldogs,45042,991939.0,Zaine,Cordy,Western Bulldogs,senior,12.0,1996-10-27,193.0,90.0,VIC,Geelong Falcons,69.0,8.0,WBD
731,733,293651,Hayden,Crozier,15,406800,WBD,DEF,Western Bulldogs,42235,293651.0,Hayden,Crozier,Western Bulldogs,senior,9.0,1993-12-24,185.0,79.0,VIC,Eastern Ranges,107.0,45.0,WBD
732,734,996708,Bailey,Dale,15,388000,WBD,FWD,Western Bulldogs,45118,996708.0,Bailey,Dale,Western Bulldogs,senior,31.0,1996-07-22,183.0,82.0,VIC,Dandenong Stingrays,49.0,53.0,WBD
733,735,295136,Caleb,Daniel,15,537900,WBD,DEF,Western Bulldogs,45119,295136.0,Caleb,Daniel,Western Bulldogs,senior,35.0,1996-07-07,168.0,72.0,SA,South Adelaide,90.0,26.0,WBD
734,736,295712,Tory,Dickson,15,330900,WBD,FWD,Western Bulldogs,42342,295712.0,Tory,Dickson,Western Bulldogs,senior,29.0,1987-09-26,184.0,85.0,VIC,Bendigo Bombers,112.0,177.0,WBD
735,737,993834,Josh,Dunkley,15,632400,WBD,MID,Western Bulldogs,46010,993834.0,Josh,Dunkley,Western Bulldogs,senior,5.0,1997-01-09,190.0,88.0,VIC,Gippsland Power,64.0,36.0,WBD
736,738,290085,Taylor,Duryea,15,411400,WBD,DEF,Western Bulldogs,41101,290085.0,Taylor,Duryea,Western Bulldogs,senior,15.0,1991-04-24,179.0,80.0,VIC,Murray Bushrangers,131.0,23.0,WBD
737,739,1004592,Tim,English,15,448400,WBD,RUC,Western Bulldogs,47018,1004592.0,Tim,English,Western Bulldogs,senior,44.0,1997-08-10,205.0,93.0,WA,South Fremantle,28.0,8.0,WBD
738,740,1006533,Riley,Garcia,15,117300,WBD,MID,Western Bulldogs,49966,1006533.0,Riley,Garcia,Western Bulldogs,senior,38.0,2001-01-30,175.0,68.0,WA,Swan Districts,,,WBD
739,741,997501,Ryan,Gardner,15,136800,WBD,FWD,Western Bulldogs,46094,997501.0,Ryan,Gardner,Western Bulldogs,rookie,43.0,1997-06-01,197.0,93.0,TAS,Burnie,2.0,2.0,WBD
740,742,298277,Billy,Gowers,15,263900,WBD,FWD,Western Bulldogs,45152,298277.0,Billy,Gowers,Western Bulldogs,senior,26.0,1996-06-10,187.0,87.0,VIC,Oakleigh Chargers,30.0,39.0,WBD
741,743,1006303,Fergus,Greene,15,157400,WBD,FWD,Western Bulldogs,47093,1006303.0,Fergus,Greene,Western Bulldogs,senior,30.0,1997-12-20,187.0,75.0,VIC,Bendigo Pioneers,5.0,5.0,WBD
742,744,991976,Will,Hayes,15,315000,WBD,MID,Western Bulldogs,49103,991976.0,Will,Hayes,Western Bulldogs,senior,32.0,1995-06-05,181.0,77.0,VIC,Footscray VFL,8.0,4.0,WBD
743,745,294557,Lachie,Hunter,15,517400,WBD,MID,Western Bulldogs,43046,294557.0,Lachie,Hunter,Western Bulldogs,senior,7.0,1994-12-13,183.0,82.0,VIC,Western Jets,126.0,57.0,WBD
744,746,294101,Jason,Johannisen,15,458100,WBD,DEF,Western Bulldogs,42195,294101.0,Jason,Johannisen,Western Bulldogs,senior,39.0,1992-11-08,180.0,82.0,WA,East Fremantle,124.0,41.0,WBD
745,747,295313,Lin,Jong,15,260700,WBD,MID,Western Bulldogs,42393,295313.0,Lin,Jong,Western Bulldogs,senior,46.0,1993-06-04,188.0,87.0,VIC,Oakleigh Chargers,61.0,33.0,WBD
746,748,290797,Alex,Keath,15,413000,WBD,DEF,Western Bulldogs,42099,290797.0,Alex,Keath,Western Bulldogs,senior,42.0,1992-01-20,197.0,93.0,VIC,Murray Bushrangers,30.0,1.0,WBD
747,749,998782,Buku,Khamis,15,123900,WBD,DEF,Western Bulldogs,49121,998782.0,Buku,Khamis,Western Bulldogs,rookie,24.0,2000-03-24,189.0,82.0,VIC,Bulldogs Academy,,,WBD
748,750,290799,Tom,Liberatore,15,447500,WBD,MID,Western Bulldogs,42040,290799.0,Tom,Liberatore,Western Bulldogs,senior,21.0,1992-05-16,183.0,83.0,VIC,Calder Cannons,131.0,45.0,WBD
749,751,1003130,Patrick,Lipinski,15,441500,WBD,FWD MID,Western Bulldogs,47067,1003130.0,Patrick,Lipinski,Western Bulldogs,senior,27.0,1998-07-17,187.0,84.0,VIC,Northern Knights,31.0,23.0,WBD
750,752,290073,Sam,Lloyd,15,419100,WBD,FWD,Western Bulldogs,44112,290073.0,Sam,Lloyd,Western Bulldogs,senior,22.0,1990-03-03,180.0,81.0,VIC,Frankston,79.0,106.0,WBD
751,753,994410,Brad,Lynch,15,221100,WBD,DEF,Western Bulldogs,46103,994410.0,Brad,Lynch,Western Bulldogs,senior,36.0,1997-07-11,187.0,79.0,WA,Swan Districts,9.0,2.0,WBD
752,754,295467,Jack,Macrae,15,668900,WBD,MID,Western Bulldogs,43022,295467.0,Jack,Macrae,Western Bulldogs,senior,11.0,1994-08-03,191.0,85.0,VIC,Oakleigh Chargers,139.0,33.0,WBD
753,755,996483,Toby,McLean,15,380100,WBD,FWD,Western Bulldogs,45052,996483.0,Toby,McLean,Western Bulldogs,senior,16.0,1996-01-31,180.0,79.0,VIC,Oakleigh Chargers,77.0,53.0,WBD
754,756,1002404,Aaron,Naughton,15,367800,WBD,FWD,Western Bulldogs,48203,1002404.0,Aaron,Naughton,Western Bulldogs,senior,33.0,1999-11-30,195.0,89.0,WA,Peel Thunder,40.0,32.0,WBD
755,757,1002383,Callum,Porter,15,123900,WBD,MID,Western Bulldogs,48225,1002383.0,Callum,Porter,Western Bulldogs,senior,28.0,1999-02-22,182.0,76.0,VIC,Gippsland Power,0.0,0.0,WBD
